wallet_id,customer_id
100002542,AN-C002542
100002543,AN-C002543
100002544,AN-C002544
100002545,AN-C002545
100002546,AN-C002546
100002547,AN-C002547
100002548,AN-C002548
100002549,AN-C002549
100002550,AN-C002550
100002551,AN-C002551
100002552,AN-C002552
100002553,AN-C002553
100002554,AN-C002554
100002555,AN-C002555
100002556,AN-C002556
100002557,AN-C002557
100002558,AN-C002558
100002559,AN-C002559
100002560,AN-C002560
100002561,AN-C002561
100002562,AN-C002562
100002563,AN-C002563
100002564,AN-C002564
100002565,AN-C002565
100002566,AN-C002566
100002567,AN-C002567
100002568,AN-C002568
100002569,AN-C002569
100002570,AN-C002570
100002571,AN-C002571
100002572,AN-C002572
100002573,AN-C002573
100002574,AN-C002574
100002575,AN-C002575
100002576,AN-C002576
100002577,AN-C002577
100002578,AN-C002578
100002579,AN-C002579
100002580,AN-C002580
100002581,AN-C002581
100002582,AN-C002582
100002583,AN-C002583
100002584,AN-C002584
100002585,AN-C002585
100002586,AN-C002586
100002587,AN-C002587
100002588,AN-C002588
100002589,AN-C002589
100002590,AN-C002590
100002591,AN-C002591
100002592,AN-C002592
100002593,AN-C002593
100002594,AN-C002594
100002595,AN-C002595
100002596,AN-C002596
100002597,AN-C002597
100002598,AN-C002598
100002599,AN-C002599
100002600,AN-C002600
100002601,AN-C002601
100002602,AN-C002602
100002603,AN-C002603
100002604,AN-C002604
100002605,AN-C002605
100002606,AN-C002606
100002607,AN-C002607
100002608,AN-C002608
100002609,AN-C002609
100002610,AN-C002610
100002611,AN-C002611
100002612,AN-C002612
100002613,AN-C002613
100002614,AN-C002614
100002615,AN-C002615
100002616,AN-C002616
100002617,AN-C002617
100002618,AN-C002618
100002619,AN-C002619
100002620,AN-C002620
100002621,AN-C002621
100002622,AN-C002622
100002623,AN-C002623
100002624,AN-C002624
100002625,AN-C002625
100002626,AN-C002626
100002627,AN-C002627
100002628,AN-C002628
100002629,AN-C002629
100002630,AN-C002630
100002631,AN-C002631
100002632,AN-C002632
100002633,AN-C002633
100002634,AN-C002634
100002635,AN-C002635
100002636,AN-C002636
100002637,AN-C002637
100002638,AN-C002638
100002639,AN-C002639
100002640,AN-C002640
100002641,AN-C002641
100002642,AN-C002642
100002643,AN-C002643
100002644,AN-C002644
100002645,AN-C002645
100002646,AN-C002646
100002647,AN-C002647
100002648,AN-C002648
100002649,AN-C002649
100002650,AN-C002650
100002651,AN-C002651
100002652,AN-C002652
100002653,AN-C002653
100002654,AN-C002654
100002655,AN-C002655
100002656,AN-C002656
100002657,AN-C002657
100002658,AN-C002658
100002659,AN-C002659
100002660,AN-C002660
100002661,AN-C002661
100002662,AN-C002662
100002663,AN-C002663
100002664,AN-C002664
100002665,AN-C002665
100002666,AN-C002666
100002667,AN-C002667
100002668,AN-C002668
100002669,AN-C002669
100002670,AN-C002670
100002671,AN-C002671
100002672,AN-C002672
100002673,AN-C002673
100002674,AN-C002674
100002675,AN-C002675
100002676,AN-C002676
100002677,AN-C002677
100002678,AN-C002678
100002679,AN-C002679
100002680,AN-C002680
100002681,AN-C002681
100002682,AN-C002682
100002683,AN-C002683
100002684,AN-C002684
100002685,AN-C002685
100002686,AN-C002686
100002687,AN-C002687
100002688,AN-C002688
100002689,AN-C002689
100002690,AN-C002690
100002691,AN-C002691
100002692,AN-C002692
100002693,AN-C002693
100002694,AN-C002694
100002695,AN-C002695
100002696,AN-C002696
100002697,AN-C002697
100002698,AN-C002698
100002699,AN-C002699
100002700,AN-C002700
100002701,AN-C002701
100002702,AN-C002702
100002703,AN-C002703
100002704,AN-C002704
100002705,AN-C002705
100002706,AN-C002706
100002707,AN-C002707
100002708,AN-C002708
100002709,AN-C002709
100002710,AN-C002710
100002711,AN-C002711
100002712,AN-C002712
100002713,AN-C002713
100002714,AN-C002714
100002715,AN-C002715
100002716,AN-C002716
100002717,AN-C002717
100002718,AN-C002718
100002719,AN-C002719
100002720,AN-C002720
100002721,AN-C002721
100002722,AN-C002722
100002723,AN-C002723
100002724,AN-C002724
100002725,AN-C002725
100002726,AN-C002726
100002727,AN-C002727
100002728,AN-C002728
100002729,AN-C002729
100002730,AN-C002730
100002731,AN-C002731
100002732,AN-C002732
100002733,AN-C002733
100002734,AN-C002734
100002735,AN-C002735
100002736,AN-C002736
100002737,AN-C002737
100002738,AN-C002738
100002739,AN-C002739
100002740,AN-C002740
100002741,AN-C002741
100002742,AN-C002742
100002743,AN-C002743
100002744,AN-C002744
100002745,AN-C002745
100002746,AN-C002746
100002747,AN-C002747
100002748,AN-C002748
100002749,AN-C002749
100002750,AN-C002750
100002751,AN-C002751
100002752,AN-C002752
100002753,AN-C002753
100002754,AN-C002754
100002755,AN-C002755
100002756,AN-C002756
100002757,AN-C002757
100002758,AN-C002758
100002759,AN-C002759
100002760,AN-C002760
100002761,AN-C002761
100002762,AN-C002762
100002763,AN-C002763
100002764,AN-C002764
100002765,AN-C002765
100002766,AN-C002766
100002767,AN-C002767
100002768,AN-C002768
100002769,AN-C002769
100002770,AN-C002770
100002771,AN-C002771
100002772,AN-C002772
100002773,AN-C002773
100002774,AN-C002774
100002775,AN-C002775
100002776,AN-C002776
100002777,AN-C002777
100002778,AN-C002778
100002779,AN-C002779
100002780,AN-C002780
100002781,AN-C002781
100002782,AN-C002782
100002783,AN-C002783
100002784,AN-C002784
100002785,AN-C002785
100002786,AN-C002786
100002787,AN-C002787
100002788,AN-C002788
100002789,AN-C002789
100002790,AN-C002790
100002791,AN-C002791
100002792,AN-C002792
100002793,AN-C002793
100002794,AN-C002794
100002795,AN-C002795
100002796,AN-C002796
100002797,AN-C002797
100002798,AN-C002798
100002799,AN-C002799
100002800,AN-C002800
100002801,AN-C002801
100002802,AN-C002802
100002803,AN-C002803
100002804,AN-C002804
100002805,AN-C002805
100002806,AN-C002806
100002807,AN-C002807
100002808,AN-C002808
100002809,AN-C002809
100002810,AN-C002810
100002811,AN-C002811
100002812,AN-C002812
100002813,AN-C002813
100002814,AN-C002814
100002815,AN-C002815
100002816,AN-C002816
100002817,AN-C002817
100002818,AN-C002818
100002819,AN-C002819
100002820,AN-C002820
100002821,AN-C002821
100002822,AN-C002822
100002823,AN-C002823
100002824,AN-C002824
100002825,AN-C002825
100002826,AN-C002826
100002827,AN-C002827
100002828,AN-C002828
100002829,AN-C002829
100002830,AN-C002830
100002831,AN-C002831
100002832,AN-C002832
100002833,AN-C002833
100002834,AN-C002834
100002835,AN-C002835
100002836,AN-C002836
100002837,AN-C002837
100002838,AN-C002838
100002839,AN-C002839
100002840,AN-C002840
100002841,AN-C002841
100002842,AN-C002842
100002843,AN-C002843
100002844,AN-C002844
100002845,AN-C002845
100002846,AN-C002846
100002847,AN-C002847
100002848,AN-C002848
100002849,AN-C002849
100002850,AN-C002850
100002851,AN-C002851
100002852,AN-C002852
100002853,AN-C002853
100002854,AN-C002854
100002855,AN-C002855
100002856,AN-C002856
100002857,AN-C002857
100002858,AN-C002858
100002859,AN-C002859
100002860,AN-C002860
100002861,AN-C002861
100002862,AN-C002862
100002863,AN-C002863
100002864,AN-C002864
100002865,AN-C002865
100002866,AN-C002866
100002867,AN-C002867
100002868,AN-C002868
100002869,AN-C002869
100002870,AN-C002870
100002871,AN-C002871
100002872,AN-C002872
100002873,AN-C002873
100002874,AN-C002874
100002875,AN-C002875
100002876,AN-C002876
100002877,AN-C002877
100002878,AN-C002878
100002879,AN-C002879
100002880,AN-C002880
100002881,AN-C002881
100002882,AN-C002882
100002883,AN-C002883
100002884,AN-C002884
100002885,AN-C002885
100002886,AN-C002886
100002887,AN-C002887
100002888,AN-C002888
100002889,AN-C002889
100002890,AN-C002890
100002891,AN-C002891
100002892,AN-C002892
100002893,AN-C002893
100002894,AN-C002894
100002895,AN-C002895
100002896,AN-C002896
100002897,AN-C002897
100002898,AN-C002898
100002899,AN-C002899
100002900,AN-C002900
100002901,AN-C002901
100002902,AN-C002902
100002903,AN-C002903
100002904,AN-C002904
100002905,AN-C002905
100002906,AN-C002906
100002907,AN-C002907
100002908,AN-C002908
100002909,AN-C002909
100002910,AN-C002910
100002911,AN-C002911
100002912,AN-C002912
100002913,AN-C002913
100002914,AN-C002914
100002915,AN-C002915
100002916,AN-C002916
100002917,AN-C002917
100002918,AN-C002918
100002919,AN-C002919
100002920,AN-C002920
100002921,AN-C002921
100002922,AN-C002922
100002923,AN-C002923
100002924,AN-C002924
100002925,AN-C002925
100002926,AN-C002926
100002927,AN-C002927
100002928,AN-C002928
100002929,AN-C002929
100002930,AN-C002930
100002931,AN-C002931
100002932,AN-C002932
100002933,AN-C002933
100002934,AN-C002934
100002935,AN-C002935
100002936,AN-C002936
100002937,AN-C002937
100002938,AN-C002938
100002939,AN-C002939
100002940,AN-C002940
100002941,AN-C002941
100002942,AN-C002942
100002943,AN-C002943
100002944,AN-C002944
100002945,AN-C002945
100002946,AN-C002946
100002947,AN-C002947
100002948,AN-C002948
100002949,AN-C002949
100002950,AN-C002950
100002951,AN-C002951
100002952,AN-C002952
100002953,AN-C002953
100002954,AN-C002954
100002955,AN-C002955
100002956,AN-C002956
100002957,AN-C002957
100002958,AN-C002958
100002959,AN-C002959
100002960,AN-C002960
100002961,AN-C002961
100002962,AN-C002962
100002963,AN-C002963
100002964,AN-C002964
100002965,AN-C002965
100002966,AN-C002966
100002967,AN-C002967
100002968,AN-C002968
100002969,AN-C002969
100002970,AN-C002970
100002971,AN-C002971
100002972,AN-C002972
100002973,AN-C002973
100002974,AN-C002974
100002975,AN-C002975
100002976,AN-C002976
100002977,AN-C002977
100002978,AN-C002978
100002979,AN-C002979
100002980,AN-C002980
100002981,AN-C002981
100002982,AN-C002982
100002983,AN-C002983
100002984,AN-C002984
100002985,AN-C002985
100002986,AN-C002986
100002987,AN-C002987
100002988,AN-C002988
100002989,AN-C002989
100002990,AN-C002990
100002991,AN-C002991
100002992,AN-C002992
100002993,AN-C002993
100002994,AN-C002994
100002995,AN-C002995
100002996,AN-C002996
100002997,AN-C002997
100002998,AN-C002998
100002999,AN-C002999
100003000,AN-C003000
