p2p_transfer_id,leg_role,customer_id,wallet_id,amount,direction
ANTX-000402159,P2P_SEND,AN-C001551,100001551,687.65,DEBIT
ANTX-000402159,P2P_RECEIVE,AN-C002423,100002423,687.65,CREDIT
ANTX-000402163,P2P_SEND,AN-C001551,100001551,429.0,DEBIT
ANTX-000402163,P2P_RECEIVE,AN-C000703,100000703,429.0,CREDIT
ANTX-000402169,P2P_SEND,AN-C001551,100001551,145.25,DEBIT
ANTX-000402169,P2P_RECEIVE,AN-C002745,100002745,145.25,CREDIT
ANTX-000402174,P2P_SEND,AN-C001551,100001551,474.18,DEBIT
ANTX-000402174,P2P_RECEIVE,AN-C000894,100000894,474.18,CREDIT
ANTX-000402175,P2P_SEND,AN-C001551,100001551,855.28,DEBIT
ANTX-000402175,P2P_RECEIVE,AN-C002914,100002914,855.28,CREDIT
ANTX-000402177,P2P_SEND,AN-C001551,100001551,783.12,DEBIT
ANTX-000402177,P2P_RECEIVE,AN-C002103,100002103,783.12,CREDIT
ANTX-000402179,P2P_SEND,AN-C001551,100001551,2014.47,DEBIT
ANTX-000402179,P2P_RECEIVE,AN-C001543,100001543,2014.47,CREDIT
ANTX-000402180,P2P_SEND,AN-C001551,100001551,463.22,DEBIT
ANTX-000402180,P2P_RECEIVE,AN-C002086,100002086,463.22,CREDIT
ANTX-000402181,P2P_SEND,AN-C001551,100001551,11.63,DEBIT
ANTX-000402181,P2P_RECEIVE,AN-C001046,100001046,11.63,CREDIT
ANTX-000402185,P2P_SEND,AN-C001551,100001551,625.43,DEBIT
ANTX-000402185,P2P_RECEIVE,AN-C000508,100000508,625.43,CREDIT
ANTX-000402188,P2P_SEND,AN-C001551,100001551,557.63,DEBIT
ANTX-000402188,P2P_RECEIVE,AN-C000757,100000757,557.63,CREDIT
ANTX-000402189,P2P_SEND,AN-C001551,100001551,508.66,DEBIT
ANTX-000402189,P2P_RECEIVE,AN-C002882,100002882,508.66,CREDIT
ANTX-000402190,P2P_SEND,AN-C001551,100001551,1573.79,DEBIT
ANTX-000402190,P2P_RECEIVE,AN-C001189,100001189,1573.79,CREDIT
ANTX-000402197,P2P_SEND,AN-C001551,100001551,1662.23,DEBIT
ANTX-000402197,P2P_RECEIVE,AN-C002041,100002041,1662.23,CREDIT
ANTX-000402199,P2P_SEND,AN-C001551,100001551,419.02,DEBIT
ANTX-000402199,P2P_RECEIVE,AN-C001190,100001190,419.02,CREDIT
ANTX-000402208,P2P_SEND,AN-C001551,100001551,11.26,DEBIT
ANTX-000402208,P2P_RECEIVE,AN-C000341,100000341,11.26,CREDIT
ANTX-000402210,P2P_SEND,AN-C001551,100001551,1211.72,DEBIT
ANTX-000402210,P2P_RECEIVE,AN-C001413,100001413,1211.72,CREDIT
ANTX-000402212,P2P_SEND,AN-C001551,100001551,1079.03,DEBIT
ANTX-000402212,P2P_RECEIVE,AN-C002344,100002344,1079.03,CREDIT
ANTX-000402215,P2P_SEND,AN-C001551,100001551,1108.52,DEBIT
ANTX-000402215,P2P_RECEIVE,AN-C001367,100001367,1108.52,CREDIT
ANTX-000402217,P2P_SEND,AN-C001551,100001551,1466.72,DEBIT
ANTX-000402217,P2P_RECEIVE,AN-C002148,100002148,1466.72,CREDIT
ANTX-000402218,P2P_SEND,AN-C001551,100001551,1568.93,DEBIT
ANTX-000402218,P2P_RECEIVE,AN-C002110,100002110,1568.93,CREDIT
ANTX-000402219,P2P_SEND,AN-C001551,100001551,597.5,DEBIT
ANTX-000402219,P2P_RECEIVE,AN-C000566,100000566,597.5,CREDIT
ANTX-000402227,P2P_SEND,AN-C001551,100001551,380.4,DEBIT
ANTX-000402227,P2P_RECEIVE,AN-C000465,100000465,380.4,CREDIT
ANTX-000402232,P2P_SEND,AN-C001551,100001551,255.39,DEBIT
ANTX-000402232,P2P_RECEIVE,AN-C002477,100002477,255.39,CREDIT
ANTX-000402233,P2P_SEND,AN-C001551,100001551,202.17,DEBIT
ANTX-000402233,P2P_RECEIVE,AN-C001836,100001836,202.17,CREDIT
ANTX-000402234,P2P_SEND,AN-C001551,100001551,10.6,DEBIT
ANTX-000402234,P2P_RECEIVE,AN-C001292,100001292,10.6,CREDIT
ANTX-000402235,P2P_SEND,AN-C001551,100001551,725.5,DEBIT
ANTX-000402235,P2P_RECEIVE,AN-C002627,100002627,725.5,CREDIT
ANTX-000402242,P2P_SEND,AN-C001551,100001551,1705.68,DEBIT
ANTX-000402242,P2P_RECEIVE,AN-C002732,100002732,1705.68,CREDIT
ANTX-000402243,P2P_SEND,AN-C001551,100001551,1583.46,DEBIT
ANTX-000402243,P2P_RECEIVE,AN-C001495,100001495,1583.46,CREDIT
ANTX-000402246,P2P_SEND,AN-C001551,100001551,17.05,DEBIT
ANTX-000402246,P2P_RECEIVE,AN-C001878,100001878,17.05,CREDIT
ANTX-000402247,P2P_SEND,AN-C001551,100001551,53.8,DEBIT
ANTX-000402247,P2P_RECEIVE,AN-C001152,100001152,53.8,CREDIT
ANTX-000402250,P2P_SEND,AN-C001551,100001551,143.97,DEBIT
ANTX-000402250,P2P_RECEIVE,AN-C000048,100000048,143.97,CREDIT
ANTX-000402254,P2P_SEND,AN-C001551,100001551,1922.92,DEBIT
ANTX-000402254,P2P_RECEIVE,AN-C000977,100000977,1922.92,CREDIT
ANTX-000402283,P2P_SEND,AN-C001552,100001552,1114.35,DEBIT
ANTX-000402283,P2P_RECEIVE,AN-C001759,100001759,1114.35,CREDIT
ANTX-000402292,P2P_SEND,AN-C001552,100001552,1737.86,DEBIT
ANTX-000402292,P2P_RECEIVE,AN-C000134,100000134,1737.86,CREDIT
ANTX-000402293,P2P_SEND,AN-C001552,100001552,477.56,DEBIT
ANTX-000402293,P2P_RECEIVE,AN-C000166,100000166,477.56,CREDIT
ANTX-000402294,P2P_SEND,AN-C001552,100001552,266.54,DEBIT
ANTX-000402294,P2P_RECEIVE,AN-C000752,100000752,266.54,CREDIT
ANTX-000402297,P2P_SEND,AN-C001552,100001552,1131.31,DEBIT
ANTX-000402297,P2P_RECEIVE,AN-C001265,100001265,1131.31,CREDIT
ANTX-000402299,P2P_SEND,AN-C001552,100001552,614.01,DEBIT
ANTX-000402299,P2P_RECEIVE,AN-C001695,100001695,614.01,CREDIT
ANTX-000402300,P2P_SEND,AN-C001552,100001552,1834.94,DEBIT
ANTX-000402300,P2P_RECEIVE,AN-C001809,100001809,1834.94,CREDIT
ANTX-000402301,P2P_SEND,AN-C001552,100001552,599.38,DEBIT
ANTX-000402301,P2P_RECEIVE,AN-C002022,100002022,599.38,CREDIT
ANTX-000402310,P2P_SEND,AN-C001552,100001552,471.0,DEBIT
ANTX-000402310,P2P_RECEIVE,AN-C000660,100000660,471.0,CREDIT
ANTX-000402312,P2P_SEND,AN-C001552,100001552,457.29,DEBIT
ANTX-000402312,P2P_RECEIVE,AN-C001460,100001460,457.29,CREDIT
ANTX-000402316,P2P_SEND,AN-C001552,100001552,1012.53,DEBIT
ANTX-000402316,P2P_RECEIVE,AN-C001829,100001829,1012.53,CREDIT
ANTX-000402318,P2P_SEND,AN-C001552,100001552,222.7,DEBIT
ANTX-000402318,P2P_RECEIVE,AN-C002075,100002075,222.7,CREDIT
ANTX-000402321,P2P_SEND,AN-C001552,100001552,59.52,DEBIT
ANTX-000402321,P2P_RECEIVE,AN-C002205,100002205,59.52,CREDIT
ANTX-000402325,P2P_SEND,AN-C001553,100001553,12.76,DEBIT
ANTX-000402325,P2P_RECEIVE,AN-C001384,100001384,12.76,CREDIT
ANTX-000402326,P2P_SEND,AN-C001553,100001553,40.18,DEBIT
ANTX-000402326,P2P_RECEIVE,AN-C001359,100001359,40.18,CREDIT
ANTX-000402327,P2P_SEND,AN-C001553,100001553,25.91,DEBIT
ANTX-000402327,P2P_RECEIVE,AN-C001067,100001067,25.91,CREDIT
ANTX-000402338,P2P_SEND,AN-C001553,100001553,33.2,DEBIT
ANTX-000402338,P2P_RECEIVE,AN-C002011,100002011,33.2,CREDIT
ANTX-000402341,P2P_SEND,AN-C001553,100001553,10.24,DEBIT
ANTX-000402341,P2P_RECEIVE,AN-C002447,100002447,10.24,CREDIT
ANTX-000402342,P2P_SEND,AN-C001553,100001553,199.51,DEBIT
ANTX-000402342,P2P_RECEIVE,AN-C002273,100002273,199.51,CREDIT
ANTX-000402347,P2P_SEND,AN-C001553,100001553,246.54,DEBIT
ANTX-000402347,P2P_RECEIVE,AN-C000885,100000885,246.54,CREDIT
ANTX-000402350,P2P_SEND,AN-C001553,100001553,1016.84,DEBIT
ANTX-000402350,P2P_RECEIVE,AN-C001614,100001614,1016.84,CREDIT
ANTX-000402351,P2P_SEND,AN-C001553,100001553,10.55,DEBIT
ANTX-000402351,P2P_RECEIVE,AN-C002271,100002271,10.55,CREDIT
ANTX-000402354,P2P_SEND,AN-C001553,100001553,30.93,DEBIT
ANTX-000402354,P2P_RECEIVE,AN-C001684,100001684,30.93,CREDIT
ANTX-000402356,P2P_SEND,AN-C001553,100001553,205.72,DEBIT
ANTX-000402356,P2P_RECEIVE,AN-C000514,100000514,205.72,CREDIT
ANTX-000402358,P2P_SEND,AN-C001553,100001553,496.66,DEBIT
ANTX-000402358,P2P_RECEIVE,AN-C001937,100001937,496.66,CREDIT
ANTX-000402359,P2P_SEND,AN-C001553,100001553,62.97,DEBIT
ANTX-000402359,P2P_RECEIVE,AN-C000573,100000573,62.97,CREDIT
ANTX-000402364,P2P_SEND,AN-C001553,100001553,895.94,DEBIT
ANTX-000402364,P2P_RECEIVE,AN-C002260,100002260,895.94,CREDIT
ANTX-000402368,P2P_SEND,AN-C001553,100001553,856.57,DEBIT
ANTX-000402368,P2P_RECEIVE,AN-C001082,100001082,856.57,CREDIT
ANTX-000402378,P2P_SEND,AN-C001553,100001553,762.27,DEBIT
ANTX-000402378,P2P_RECEIVE,AN-C002541,100002541,762.27,CREDIT
ANTX-000402384,P2P_SEND,AN-C001553,100001553,817.01,DEBIT
ANTX-000402384,P2P_RECEIVE,AN-C000534,100000534,817.01,CREDIT
ANTX-000402387,P2P_SEND,AN-C001553,100001553,1906.21,DEBIT
ANTX-000402387,P2P_RECEIVE,AN-C000098,100000098,1906.21,CREDIT
ANTX-000402389,P2P_SEND,AN-C001553,100001553,1853.87,DEBIT
ANTX-000402389,P2P_RECEIVE,AN-C002524,100002524,1853.87,CREDIT
ANTX-000402390,P2P_SEND,AN-C001553,100001553,837.43,DEBIT
ANTX-000402390,P2P_RECEIVE,AN-C001325,100001325,837.43,CREDIT
ANTX-000402397,P2P_SEND,AN-C001553,100001553,869.41,DEBIT
ANTX-000402397,P2P_RECEIVE,AN-C000046,100000046,869.41,CREDIT
ANTX-000402402,P2P_SEND,AN-C001553,100001553,19.56,DEBIT
ANTX-000402402,P2P_RECEIVE,AN-C002094,100002094,19.56,CREDIT
ANTX-000402417,P2P_SEND,AN-C001553,100001553,974.7,DEBIT
ANTX-000402417,P2P_RECEIVE,AN-C000522,100000522,974.7,CREDIT
ANTX-000402418,P2P_SEND,AN-C001553,100001553,22.73,DEBIT
ANTX-000402418,P2P_RECEIVE,AN-C002176,100002176,22.73,CREDIT
ANTX-000402424,P2P_SEND,AN-C001553,100001553,1408.94,DEBIT
ANTX-000402424,P2P_RECEIVE,AN-C000054,100000054,1408.94,CREDIT
ANTX-000402427,P2P_SEND,AN-C001553,100001553,12.31,DEBIT
ANTX-000402427,P2P_RECEIVE,AN-C001608,100001608,12.31,CREDIT
ANTX-000402431,P2P_SEND,AN-C001553,100001553,732.94,DEBIT
ANTX-000402431,P2P_RECEIVE,AN-C002034,100002034,732.94,CREDIT
ANTX-000402433,P2P_SEND,AN-C001553,100001553,12.36,DEBIT
ANTX-000402433,P2P_RECEIVE,AN-C001888,100001888,12.36,CREDIT
ANTX-000402435,P2P_SEND,AN-C001553,100001553,357.47,DEBIT
ANTX-000402435,P2P_RECEIVE,AN-C001819,100001819,357.47,CREDIT
ANTX-000402441,P2P_SEND,AN-C001553,100001553,1635.41,DEBIT
ANTX-000402441,P2P_RECEIVE,AN-C002895,100002895,1635.41,CREDIT
ANTX-000402442,P2P_SEND,AN-C001553,100001553,314.3,DEBIT
ANTX-000402442,P2P_RECEIVE,AN-C001103,100001103,314.3,CREDIT
ANTX-000402448,P2P_SEND,AN-C001553,100001553,1815.71,DEBIT
ANTX-000402448,P2P_RECEIVE,AN-C002728,100002728,1815.71,CREDIT
ANTX-000402452,P2P_SEND,AN-C001553,100001553,253.97,DEBIT
ANTX-000402452,P2P_RECEIVE,AN-C000374,100000374,253.97,CREDIT
ANTX-000402453,P2P_SEND,AN-C001553,100001553,394.37,DEBIT
ANTX-000402453,P2P_RECEIVE,AN-C001023,100001023,394.37,CREDIT
ANTX-000402454,P2P_SEND,AN-C001553,100001553,136.56,DEBIT
ANTX-000402454,P2P_RECEIVE,AN-C001925,100001925,136.56,CREDIT
ANTX-000402461,P2P_SEND,AN-C001553,100001553,123.4,DEBIT
ANTX-000402461,P2P_RECEIVE,AN-C001315,100001315,123.4,CREDIT
ANTX-000402462,P2P_SEND,AN-C001553,100001553,663.7,DEBIT
ANTX-000402462,P2P_RECEIVE,AN-C000325,100000325,663.7,CREDIT
ANTX-000402466,P2P_SEND,AN-C001553,100001553,968.49,DEBIT
ANTX-000402466,P2P_RECEIVE,AN-C002306,100002306,968.49,CREDIT
ANTX-000402470,P2P_SEND,AN-C001553,100001553,130.47,DEBIT
ANTX-000402470,P2P_RECEIVE,AN-C000352,100000352,130.47,CREDIT
ANTX-000402471,P2P_SEND,AN-C001553,100001553,308.72,DEBIT
ANTX-000402471,P2P_RECEIVE,AN-C002173,100002173,308.72,CREDIT
ANTX-000402478,P2P_SEND,AN-C001553,100001553,19.38,DEBIT
ANTX-000402478,P2P_RECEIVE,AN-C001204,100001204,19.38,CREDIT
ANTX-000402481,P2P_SEND,AN-C001553,100001553,285.83,DEBIT
ANTX-000402481,P2P_RECEIVE,AN-C001472,100001472,285.83,CREDIT
ANTX-000402496,P2P_SEND,AN-C001553,100001553,366.67,DEBIT
ANTX-000402496,P2P_RECEIVE,AN-C002697,100002697,366.67,CREDIT
ANTX-000402506,P2P_SEND,AN-C001553,100001553,1582.64,DEBIT
ANTX-000402506,P2P_RECEIVE,AN-C000318,100000318,1582.64,CREDIT
ANTX-000402508,P2P_SEND,AN-C001553,100001553,1622.57,DEBIT
ANTX-000402508,P2P_RECEIVE,AN-C000041,100000041,1622.57,CREDIT
ANTX-000402510,P2P_SEND,AN-C001553,100001553,712.31,DEBIT
ANTX-000402510,P2P_RECEIVE,AN-C001877,100001877,712.31,CREDIT
ANTX-000402512,P2P_SEND,AN-C001553,100001553,246.26,DEBIT
ANTX-000402512,P2P_RECEIVE,AN-C000151,100000151,246.26,CREDIT
ANTX-000402514,P2P_SEND,AN-C001553,100001553,16.82,DEBIT
ANTX-000402514,P2P_RECEIVE,AN-C001916,100001916,16.82,CREDIT
ANTX-000402519,P2P_SEND,AN-C001553,100001553,2223.34,DEBIT
ANTX-000402519,P2P_RECEIVE,AN-C001895,100001895,2223.34,CREDIT
ANTX-000402525,P2P_SEND,AN-C001553,100001553,1620.3,DEBIT
ANTX-000402525,P2P_RECEIVE,AN-C000506,100000506,1620.3,CREDIT
ANTX-000402526,P2P_SEND,AN-C001553,100001553,1266.66,DEBIT
ANTX-000402526,P2P_RECEIVE,AN-C001769,100001769,1266.66,CREDIT
ANTX-000402539,P2P_SEND,AN-C001554,100001554,1115.64,DEBIT
ANTX-000402539,P2P_RECEIVE,AN-C000462,100000462,1115.64,CREDIT
ANTX-000402540,P2P_SEND,AN-C001554,100001554,1701.54,DEBIT
ANTX-000402540,P2P_RECEIVE,AN-C000335,100000335,1701.54,CREDIT
ANTX-000402544,P2P_SEND,AN-C001554,100001554,1302.27,DEBIT
ANTX-000402544,P2P_RECEIVE,AN-C001681,100001681,1302.27,CREDIT
ANTX-000402550,P2P_SEND,AN-C001554,100001554,880.01,DEBIT
ANTX-000402550,P2P_RECEIVE,AN-C002059,100002059,880.01,CREDIT
ANTX-000402551,P2P_SEND,AN-C001554,100001554,708.97,DEBIT
ANTX-000402551,P2P_RECEIVE,AN-C001384,100001384,708.97,CREDIT
ANTX-000402557,P2P_SEND,AN-C001554,100001554,1958.33,DEBIT
ANTX-000402557,P2P_RECEIVE,AN-C000866,100000866,1958.33,CREDIT
ANTX-000402565,P2P_SEND,AN-C001554,100001554,272.96,DEBIT
ANTX-000402565,P2P_RECEIVE,AN-C001290,100001290,272.96,CREDIT
ANTX-000402569,P2P_SEND,AN-C001554,100001554,10.05,DEBIT
ANTX-000402569,P2P_RECEIVE,AN-C002857,100002857,10.05,CREDIT
ANTX-000402574,P2P_SEND,AN-C001554,100001554,870.96,DEBIT
ANTX-000402574,P2P_RECEIVE,AN-C001520,100001520,870.96,CREDIT
ANTX-000402578,P2P_SEND,AN-C001554,100001554,1226.55,DEBIT
ANTX-000402578,P2P_RECEIVE,AN-C002749,100002749,1226.55,CREDIT
ANTX-000402584,P2P_SEND,AN-C001554,100001554,1796.21,DEBIT
ANTX-000402584,P2P_RECEIVE,AN-C001640,100001640,1796.21,CREDIT
ANTX-000402585,P2P_SEND,AN-C001554,100001554,75.2,DEBIT
ANTX-000402585,P2P_RECEIVE,AN-C001109,100001109,75.2,CREDIT
ANTX-000402591,P2P_SEND,AN-C001554,100001554,1099.73,DEBIT
ANTX-000402591,P2P_RECEIVE,AN-C001813,100001813,1099.73,CREDIT
ANTX-000402607,P2P_SEND,AN-C001554,100001554,439.13,DEBIT
ANTX-000402607,P2P_RECEIVE,AN-C002545,100002545,439.13,CREDIT
ANTX-000402617,P2P_SEND,AN-C001554,100001554,2137.56,DEBIT
ANTX-000402617,P2P_RECEIVE,AN-C002024,100002024,2137.56,CREDIT
ANTX-000402621,P2P_SEND,AN-C001554,100001554,353.47,DEBIT
ANTX-000402621,P2P_RECEIVE,AN-C001207,100001207,353.47,CREDIT
ANTX-000402633,P2P_SEND,AN-C001554,100001554,114.21,DEBIT
ANTX-000402633,P2P_RECEIVE,AN-C000416,100000416,114.21,CREDIT
ANTX-000402635,P2P_SEND,AN-C001554,100001554,49.67,DEBIT
ANTX-000402635,P2P_RECEIVE,AN-C001643,100001643,49.67,CREDIT
ANTX-000402643,P2P_SEND,AN-C001554,100001554,80.32,DEBIT
ANTX-000402643,P2P_RECEIVE,AN-C001462,100001462,80.32,CREDIT
ANTX-000402644,P2P_SEND,AN-C001554,100001554,2050.75,DEBIT
ANTX-000402644,P2P_RECEIVE,AN-C001847,100001847,2050.75,CREDIT
ANTX-000402654,P2P_SEND,AN-C001554,100001554,24.6,DEBIT
ANTX-000402654,P2P_RECEIVE,AN-C002490,100002490,24.6,CREDIT
ANTX-000402664,P2P_SEND,AN-C001554,100001554,354.0,DEBIT
ANTX-000402664,P2P_RECEIVE,AN-C001722,100001722,354.0,CREDIT
ANTX-000402666,P2P_SEND,AN-C001554,100001554,296.08,DEBIT
ANTX-000402666,P2P_RECEIVE,AN-C002769,100002769,296.08,CREDIT
ANTX-000402676,P2P_SEND,AN-C001554,100001554,21.85,DEBIT
ANTX-000402676,P2P_RECEIVE,AN-C001046,100001046,21.85,CREDIT
ANTX-000402677,P2P_SEND,AN-C001554,100001554,1852.95,DEBIT
ANTX-000402677,P2P_RECEIVE,AN-C002090,100002090,1852.95,CREDIT
ANTX-000402678,P2P_SEND,AN-C001554,100001554,1884.23,DEBIT
ANTX-000402678,P2P_RECEIVE,AN-C002353,100002353,1884.23,CREDIT
ANTX-000402686,P2P_SEND,AN-C001554,100001554,43.02,DEBIT
ANTX-000402686,P2P_RECEIVE,AN-C001394,100001394,43.02,CREDIT
ANTX-000402691,P2P_SEND,AN-C001554,100001554,1593.49,DEBIT
ANTX-000402691,P2P_RECEIVE,AN-C002331,100002331,1593.49,CREDIT
ANTX-000402698,P2P_SEND,AN-C001554,100001554,1120.62,DEBIT
ANTX-000402698,P2P_RECEIVE,AN-C000749,100000749,1120.62,CREDIT
ANTX-000402699,P2P_SEND,AN-C001554,100001554,1705.56,DEBIT
ANTX-000402699,P2P_RECEIVE,AN-C002708,100002708,1705.56,CREDIT
ANTX-000402707,P2P_SEND,AN-C001554,100001554,1776.92,DEBIT
ANTX-000402707,P2P_RECEIVE,AN-C002733,100002733,1776.92,CREDIT
ANTX-000402714,P2P_SEND,AN-C001554,100001554,1038.35,DEBIT
ANTX-000402714,P2P_RECEIVE,AN-C002230,100002230,1038.35,CREDIT
ANTX-000402715,P2P_SEND,AN-C001554,100001554,936.19,DEBIT
ANTX-000402715,P2P_RECEIVE,AN-C002536,100002536,936.19,CREDIT
ANTX-000402721,P2P_SEND,AN-C001554,100001554,602.35,DEBIT
ANTX-000402721,P2P_RECEIVE,AN-C002915,100002915,602.35,CREDIT
ANTX-000402723,P2P_SEND,AN-C001554,100001554,1858.18,DEBIT
ANTX-000402723,P2P_RECEIVE,AN-C002881,100002881,1858.18,CREDIT
ANTX-000402728,P2P_SEND,AN-C001554,100001554,151.56,DEBIT
ANTX-000402728,P2P_RECEIVE,AN-C002866,100002866,151.56,CREDIT
ANTX-000402731,P2P_SEND,AN-C001554,100001554,145.96,DEBIT
ANTX-000402731,P2P_RECEIVE,AN-C000824,100000824,145.96,CREDIT
ANTX-000402735,P2P_SEND,AN-C001554,100001554,1516.71,DEBIT
ANTX-000402735,P2P_RECEIVE,AN-C002753,100002753,1516.71,CREDIT
ANTX-000402738,P2P_SEND,AN-C001554,100001554,590.99,DEBIT
ANTX-000402738,P2P_RECEIVE,AN-C001090,100001090,590.99,CREDIT
ANTX-000402741,P2P_SEND,AN-C001554,100001554,1709.91,DEBIT
ANTX-000402741,P2P_RECEIVE,AN-C001350,100001350,1709.91,CREDIT
ANTX-000402747,P2P_SEND,AN-C001554,100001554,11.26,DEBIT
ANTX-000402747,P2P_RECEIVE,AN-C000601,100000601,11.26,CREDIT
ANTX-000402757,P2P_SEND,AN-C001554,100001554,40.37,DEBIT
ANTX-000402757,P2P_RECEIVE,AN-C002768,100002768,40.37,CREDIT
ANTX-000402770,P2P_SEND,AN-C001554,100001554,398.27,DEBIT
ANTX-000402770,P2P_RECEIVE,AN-C000137,100000137,398.27,CREDIT
ANTX-000402777,P2P_SEND,AN-C001554,100001554,434.67,DEBIT
ANTX-000402777,P2P_RECEIVE,AN-C000843,100000843,434.67,CREDIT
ANTX-000402780,P2P_SEND,AN-C001554,100001554,498.01,DEBIT
ANTX-000402780,P2P_RECEIVE,AN-C000012,100000012,498.01,CREDIT
ANTX-000402781,P2P_SEND,AN-C001554,100001554,224.39,DEBIT
ANTX-000402781,P2P_RECEIVE,AN-C001592,100001592,224.39,CREDIT
ANTX-000402786,P2P_SEND,AN-C001554,100001554,882.03,DEBIT
ANTX-000402786,P2P_RECEIVE,AN-C001871,100001871,882.03,CREDIT
ANTX-000402798,P2P_SEND,AN-C001555,100001555,113.66,DEBIT
ANTX-000402798,P2P_RECEIVE,AN-C001854,100001854,113.66,CREDIT
ANTX-000402800,P2P_SEND,AN-C001555,100001555,1675.6,DEBIT
ANTX-000402800,P2P_RECEIVE,AN-C002891,100002891,1675.6,CREDIT
ANTX-000402810,P2P_SEND,AN-C001555,100001555,1056.14,DEBIT
ANTX-000402810,P2P_RECEIVE,AN-C001024,100001024,1056.14,CREDIT
ANTX-000402811,P2P_SEND,AN-C001555,100001555,1302.87,DEBIT
ANTX-000402811,P2P_RECEIVE,AN-C000236,100000236,1302.87,CREDIT
ANTX-000402818,P2P_SEND,AN-C001556,100001556,24.1,DEBIT
ANTX-000402818,P2P_RECEIVE,AN-C001142,100001142,24.1,CREDIT
ANTX-000402825,P2P_SEND,AN-C001556,100001556,252.72,DEBIT
ANTX-000402825,P2P_RECEIVE,AN-C002807,100002807,252.72,CREDIT
ANTX-000402829,P2P_SEND,AN-C001556,100001556,453.1,DEBIT
ANTX-000402829,P2P_RECEIVE,AN-C000135,100000135,453.1,CREDIT
ANTX-000402842,P2P_SEND,AN-C001556,100001556,73.65,DEBIT
ANTX-000402842,P2P_RECEIVE,AN-C001180,100001180,73.65,CREDIT
ANTX-000402853,P2P_SEND,AN-C001556,100001556,905.69,DEBIT
ANTX-000402853,P2P_RECEIVE,AN-C002883,100002883,905.69,CREDIT
ANTX-000402854,P2P_SEND,AN-C001556,100001556,156.01,DEBIT
ANTX-000402854,P2P_RECEIVE,AN-C000062,100000062,156.01,CREDIT
ANTX-000402857,P2P_SEND,AN-C001556,100001556,24.55,DEBIT
ANTX-000402857,P2P_RECEIVE,AN-C001375,100001375,24.55,CREDIT
ANTX-000402861,P2P_SEND,AN-C001556,100001556,975.0,DEBIT
ANTX-000402861,P2P_RECEIVE,AN-C001169,100001169,975.0,CREDIT
ANTX-000402862,P2P_SEND,AN-C001556,100001556,327.91,DEBIT
ANTX-000402862,P2P_RECEIVE,AN-C002319,100002319,327.91,CREDIT
ANTX-000402863,P2P_SEND,AN-C001556,100001556,254.47,DEBIT
ANTX-000402863,P2P_RECEIVE,AN-C001949,100001949,254.47,CREDIT
ANTX-000402864,P2P_SEND,AN-C001556,100001556,81.64,DEBIT
ANTX-000402864,P2P_RECEIVE,AN-C000900,100000900,81.64,CREDIT
ANTX-000402879,P2P_SEND,AN-C001557,100001557,459.49,DEBIT
ANTX-000402879,P2P_RECEIVE,AN-C000662,100000662,459.49,CREDIT
ANTX-000402882,P2P_SEND,AN-C001557,100001557,15.9,DEBIT
ANTX-000402882,P2P_RECEIVE,AN-C000853,100000853,15.9,CREDIT
ANTX-000402883,P2P_SEND,AN-C001557,100001557,594.15,DEBIT
ANTX-000402883,P2P_RECEIVE,AN-C001865,100001865,594.15,CREDIT
ANTX-000402886,P2P_SEND,AN-C001557,100001557,139.85,DEBIT
ANTX-000402886,P2P_RECEIVE,AN-C000878,100000878,139.85,CREDIT
ANTX-000402889,P2P_SEND,AN-C001557,100001557,16.94,DEBIT
ANTX-000402889,P2P_RECEIVE,AN-C002272,100002272,16.94,CREDIT
ANTX-000402890,P2P_SEND,AN-C001557,100001557,794.65,DEBIT
ANTX-000402890,P2P_RECEIVE,AN-C000828,100000828,794.65,CREDIT
ANTX-000402891,P2P_SEND,AN-C001557,100001557,468.62,DEBIT
ANTX-000402891,P2P_RECEIVE,AN-C001936,100001936,468.62,CREDIT
ANTX-000402898,P2P_SEND,AN-C001558,100001558,2092.55,DEBIT
ANTX-000402898,P2P_RECEIVE,AN-C002770,100002770,2092.55,CREDIT
ANTX-000402901,P2P_SEND,AN-C001558,100001558,337.11,DEBIT
ANTX-000402901,P2P_RECEIVE,AN-C001415,100001415,337.11,CREDIT
ANTX-000402905,P2P_SEND,AN-C001558,100001558,217.08,DEBIT
ANTX-000402905,P2P_RECEIVE,AN-C002975,100002975,217.08,CREDIT
ANTX-000402907,P2P_SEND,AN-C001558,100001558,617.89,DEBIT
ANTX-000402907,P2P_RECEIVE,AN-C000825,100000825,617.89,CREDIT
ANTX-000402908,P2P_SEND,AN-C001558,100001558,793.44,DEBIT
ANTX-000402908,P2P_RECEIVE,AN-C000342,100000342,793.44,CREDIT
ANTX-000402911,P2P_SEND,AN-C001558,100001558,47.14,DEBIT
ANTX-000402911,P2P_RECEIVE,AN-C000798,100000798,47.14,CREDIT
ANTX-000402918,P2P_SEND,AN-C001558,100001558,361.35,DEBIT
ANTX-000402918,P2P_RECEIVE,AN-C000385,100000385,361.35,CREDIT
ANTX-000402924,P2P_SEND,AN-C001558,100001558,286.88,DEBIT
ANTX-000402924,P2P_RECEIVE,AN-C001085,100001085,286.88,CREDIT
ANTX-000402926,P2P_SEND,AN-C001558,100001558,1792.83,DEBIT
ANTX-000402926,P2P_RECEIVE,AN-C000272,100000272,1792.83,CREDIT
ANTX-000402933,P2P_SEND,AN-C001558,100001558,1911.89,DEBIT
