synthetic_person_id,source_entity,source_customer_id,tier,activity_factor,pay_sensitivity,seasonal_sensitivity,night_preference,geo_stability,lifecycle_state,scenario_id,severity,difficulty,burst_window_count
P02255,ananse,AN-C002255,Very High,1.022944,1.126441,0.985622,0.083289,0.827679,RAMP_UP,,,,0
P02256,ananse,AN-C002256,Moderate,1.317834,0.827631,0.914548,0.189715,0.810669,ACTIVE,,,,0
P02257,ananse,AN-C002257,High,0.860797,1.026326,1.076207,0.773564,0.980741,ACTIVE,,,,2
P02258,ananse,AN-C002258,Moderate,1.008104,1.047721,0.945268,0.524397,0.953765,REDUCED_ACTIVITY,,,,0
P02259,ananse,AN-C002259,Low,1.009769,1.125639,1.035596,0.734656,0.811216,REDUCED_ACTIVITY,,,,2
P02260,ananse,AN-C002260,Moderate,1.203853,1.039037,1.050084,0.367842,0.836538,REDUCED_ACTIVITY,,,,1
P02261,ananse,AN-C002261,Very Low,0.977985,0.916506,1.09813,0.735898,0.880085,ACTIVE,,,,1
P02262,ananse,AN-C002262,Moderate,1.188371,1.205223,1.036446,0.494917,0.827716,ACTIVE,,,,1
P02263,ananse,AN-C002263,Moderate,0.993848,0.891537,1.111464,0.032249,0.86873,ACTIVE,,,,1
P02264,ananse,AN-C002264,Very Low,0.888487,0.752099,1.094277,0.745497,0.794709,ACTIVE,,,,1
P02265,ananse,AN-C002265,Low,0.627526,0.827276,0.922241,0.221182,0.800063,ACTIVE,S05,Low,Contextual,0
P02266,ananse,AN-C002266,Moderate,1.338786,1.187758,0.815896,0.256725,0.788224,RAMP_UP,,,,0
P02267,ananse,AN-C002267,High,0.585001,0.863439,1.079835,0.409175,0.850723,ACTIVE,,,,1
P02268,ananse,AN-C002268,High,1.194445,1.153611,1.05623,0.608546,0.884863,ACTIVE,,,,0
P02269,ananse,AN-C002269,Very Low,1.054315,0.982007,1.186187,0.639587,0.90511,ACTIVE,,,,0
P02270,ananse,AN-C002270,Moderate,0.891726,1.114838,0.936902,0.839753,0.928153,ACTIVE,,,,1
P02271,ananse,AN-C002271,Low,1.445156,0.782495,0.918394,0.279299,0.770479,ACTIVE,,,,1
P02272,ananse,AN-C002272,Moderate,1.241383,1.114855,0.809078,0.036515,0.93579,ACTIVE,,,,2
P02273,ananse,AN-C002273,Low,0.882379,1.245318,0.960103,0.395679,0.987287,ACTIVE,,,,1
P02274,ananse,AN-C002274,Low,0.825003,0.856613,1.038926,0.607487,0.997049,ACTIVE,,,,0
P02275,ananse,AN-C002275,Very Low,0.925469,0.777653,1.09591,0.401719,0.784975,ACTIVE,,,,0
P02276,ananse,AN-C002276,Moderate,1.622091,0.842063,1.174968,0.841707,0.935743,ACTIVE,,,,0
P02277,ananse,AN-C002277,High,1.078216,0.935331,0.88771,0.957476,0.963878,ACTIVE,,,,2
P02278,ananse,AN-C002278,Moderate,0.804626,1.158761,0.90755,0.171326,0.790795,REDUCED_ACTIVITY,,,,0
P02279,ananse,AN-C002279,Low,1.13749,1.048586,1.139222,0.852357,0.839661,ACTIVE,,,,0
P02280,ananse,AN-C002280,Moderate,0.61893,0.750889,1.086507,0.132943,0.971499,ACTIVE,,,,1
P02281,ananse,AN-C002281,High,2.185682,0.782769,0.951288,0.727395,0.975597,RAMP_UP,,,,0
P02282,ananse,AN-C002282,Moderate,1.36556,1.109198,0.985589,0.643974,0.823731,ACTIVE,,,,1
P02283,ananse,AN-C002283,Moderate,1.451152,1.018756,1.077899,0.572982,0.91517,ACTIVE,S08,Low,Multi-event,1
P02284,ananse,AN-C002284,Moderate,1.354258,1.048158,1.133527,0.340829,0.773922,ACTIVE,,,,1
P02285,ananse,AN-C002285,Very High,1.424431,1.030718,0.996309,0.250762,0.878609,ACTIVE,,,,0
P02286,ananse,AN-C002286,Low,1.311569,0.999982,1.079693,0.491971,0.845988,ACTIVE,,,,1
P02287,ananse,AN-C002287,Low,0.889943,1.217829,1.03985,0.922541,0.887721,ACTIVE,,,,1
P02288,ananse,AN-C002288,Low,0.587619,0.939525,1.09089,0.051125,0.9162,ACTIVE,,,,0
P02289,ananse,AN-C002289,Low,1.188786,0.804357,0.879263,0.61893,0.893765,ACTIVE,,,,0
P02290,ananse,AN-C002290,Very Low,0.965638,0.7767,1.023687,0.597747,0.9262,ACTIVE,,,,0
P02291,ananse,AN-C002291,Low,1.397714,1.174084,1.172606,0.871877,0.981186,ACTIVE,,,,0
P02292,ananse,AN-C002292,Moderate,1.504669,1.095699,1.177058,0.471403,0.904647,ACTIVE,,,,2
P02293,ananse,AN-C002293,Low,1.096835,0.828143,1.012911,0.56076,0.944159,ACTIVE,,,,0
P02294,ananse,AN-C002294,Very High,0.766349,0.804726,0.980065,0.961505,0.797264,INACTIVE,,,,0
P02295,ananse,AN-C002295,Moderate,1.107934,0.966362,0.820658,0.808548,0.872209,ACTIVE,,,,0
P02296,ananse,AN-C002296,Moderate,1.071685,1.171642,1.153489,0.310374,0.801557,ACTIVE,,,,1
P02297,ananse,AN-C002297,Low,0.917862,1.143771,0.975362,0.551984,0.813054,ACTIVE,,,,1
P02298,ananse,AN-C002298,Low,1.003785,1.107713,0.960376,0.169733,0.761983,ACTIVE,,,,1
P02299,ananse,AN-C002299,High,0.631941,0.922537,0.805397,0.83953,0.830893,ACTIVE,,,,0
P02300,ananse,AN-C002300,Low,1.190927,1.036546,0.875058,0.044339,0.968615,ACTIVE,,,,0
P02301,ananse,AN-C002301,Moderate,1.260979,1.158012,1.052675,0.731185,0.774047,INACTIVE,,,,0
P02302,ananse,AN-C002302,Low,0.885494,1.026942,1.168502,0.009594,0.856235,ACTIVE,,,,2
P02303,ananse,AN-C002303,Moderate,1.190063,1.060865,0.883301,0.461688,0.963095,ACTIVE,,,,0
P02304,ananse,AN-C002304,Very High,1.050105,0.782902,0.903568,0.374892,0.968561,ACTIVE,,,,0
P02305,ananse,AN-C002305,Moderate,1.066292,1.00854,0.964979,0.561637,0.967764,ACTIVE,,,,3
P02306,ananse,AN-C002306,Moderate,0.699918,1.243337,0.892527,0.98461,0.87933,REDUCED_ACTIVITY,,,,0
P02307,ananse,AN-C002307,Very Low,1.155813,0.755384,0.97312,0.815849,0.879596,ACTIVE,,,,0
P02308,ananse,AN-C002308,Low,1.107081,1.014582,0.935037,0.052591,0.866666,ACTIVE,,,,0
P02309,ananse,AN-C002309,Very Low,1.112963,0.808239,1.076028,0.770581,0.899204,ACTIVE,,,,0
P02310,ananse,AN-C002310,Very Low,0.856541,0.93269,0.810349,0.637814,0.855302,ACTIVE,,,,0
P02311,ananse,AN-C002311,Low,0.870162,0.806362,1.047493,0.397116,0.907547,INACTIVE,,,,0
P02312,ananse,AN-C002312,Low,0.740118,1.039124,1.036157,0.479863,0.877323,ACTIVE,,,,0
P02313,ananse,AN-C002313,Very Low,1.564137,0.961706,1.125002,0.326303,0.762836,REDUCED_ACTIVITY,,,,1
P02314,ananse,AN-C002314,High,1.224009,1.191238,0.966013,0.471895,0.95553,ACTIVE,,,,0
P02315,ananse,AN-C002315,Low,1.31224,1.014253,0.915877,0.88932,0.978681,REDUCED_ACTIVITY,,,,2
P02316,ananse,AN-C002316,Moderate,1.073594,0.845858,1.186819,0.458572,0.934354,ACTIVE,,,,0
P02317,ananse,AN-C002317,Moderate,1.336516,0.777722,1.045836,0.417336,0.915594,ACTIVE,,,,0
P02318,ananse,AN-C002318,Low,0.570452,0.92953,1.146613,0.331727,0.810392,REDUCED_ACTIVITY,,,,1
P02319,ananse,AN-C002319,High,0.939718,0.897256,1.064414,0.71628,0.996535,RAMP_UP,,,,1
P02320,ananse,AN-C002320,Moderate,0.973238,0.884839,1.189145,0.70038,0.849599,ACTIVE,,,,0
P02321,ananse,AN-C002321,Low,1.084149,1.240079,1.080657,0.344437,0.773157,INACTIVE,S03,Medium,Cross-institution,0
P02322,ananse,AN-C002322,Moderate,0.784023,0.824244,1.011949,0.49476,0.885779,ACTIVE,,,,0
P02323,ananse,AN-C002323,Moderate,0.820582,0.810972,1.004182,0.977487,0.993236,ACTIVE,,,,0
P02324,ananse,AN-C002324,Moderate,0.572862,0.993912,0.880193,0.000752,0.960567,ACTIVE,,,,0
P02325,ananse,AN-C002325,High,1.038529,1.208211,0.915583,0.519429,0.883618,ACTIVE,,,,0
P02326,ananse,AN-C002326,Moderate,0.624739,1.173329,0.832986,0.720385,0.931068,ACTIVE,,,,0
P02327,ananse,AN-C002327,Low,0.641416,1.005916,0.812855,0.477723,0.839402,ACTIVE,,,,0
P02328,ananse,AN-C002328,Moderate,1.108008,0.778558,1.151479,0.043189,0.952339,ACTIVE,,,,0
P02329,ananse,AN-C002329,Moderate,0.762644,1.208468,0.899576,0.932263,0.76309,ACTIVE,,,,0
P02330,ananse,AN-C002330,High,0.705854,1.23272,1.077911,0.268805,0.969675,ACTIVE,,,,0
P02331,ananse,AN-C002331,Moderate,1.061977,0.882609,0.816037,0.944705,0.820952,RAMP_UP,,,,0
P02332,ananse,AN-C002332,Moderate,1.012943,1.156773,1.000868,0.1584,0.84469,REDUCED_ACTIVITY,,,,0
P02333,ananse,AN-C002333,High,0.871713,0.843346,1.096092,0.220137,0.996114,ACTIVE,,,,0
P02334,ananse,AN-C002334,High,0.959308,1.093847,1.178884,0.231532,0.779055,ACTIVE,,,,0
P02335,ananse,AN-C002335,Low,1.146426,0.927716,1.047504,0.994313,0.778672,REDUCED_ACTIVITY,,,,1
P02336,ananse,AN-C002336,Moderate,0.974664,0.876787,0.870455,0.790218,0.870866,ACTIVE,,,,1
P02337,ananse,AN-C002337,Low,1.122597,0.876672,0.829847,0.46865,0.807448,ACTIVE,,,,0
P02338,ananse,AN-C002338,Low,0.99352,0.892766,1.014726,0.20942,0.86358,ACTIVE,,,,1
P02339,ananse,AN-C002339,Moderate,0.888007,1.105909,1.177237,0.565712,0.968078,ACTIVE,,,,0
P02340,ananse,AN-C002340,Moderate,0.985166,0.918231,0.984293,0.353237,0.879551,INACTIVE,,,,0
P02341,ananse,AN-C002341,Low,1.159697,1.17382,0.891917,0.444423,0.942059,ACTIVE,,,,2
P02342,ananse,AN-C002342,Moderate,1.501025,1.000762,1.056144,0.614479,0.954527,ACTIVE,,,,0
P02343,ananse,AN-C002343,Low,0.758073,1.04256,0.905426,0.074835,0.931369,ACTIVE,,,,0
P02344,ananse,AN-C002344,Very Low,0.69306,1.231272,0.848384,0.859698,0.80971,INACTIVE,,,,0
P02345,ananse,AN-C002345,Moderate,0.956585,1.178778,0.878738,0.662362,0.841269,ACTIVE,,,,0
P02346,ananse,AN-C002346,Low,1.180228,0.913389,1.030775,0.848234,0.851671,ACTIVE,,,,1
P02347,ananse,AN-C002347,Low,1.251654,1.154253,0.824045,0.043898,0.820358,RAMP_UP,,,,0
P02348,ananse,AN-C002348,Moderate,0.686321,1.028291,0.851574,0.045609,0.820758,ACTIVE,,,,0
P02349,ananse,AN-C002349,Moderate,0.703458,0.840341,0.977027,0.29829,0.867418,RAMP_UP,,,,0
P02350,ananse,AN-C002350,Low,1.042287,1.070871,1.0118,0.535986,0.788361,ACTIVE,,,,0
P02351,ananse,AN-C002351,Moderate,0.870298,1.07842,1.05976,0.901385,0.993069,ACTIVE,,,,2
P02352,ananse,AN-C002352,High,1.216018,0.940178,1.181402,0.865087,0.88827,REDUCED_ACTIVITY,,,,0
P02353,ananse,AN-C002353,Very Low,0.723664,0.997017,1.134445,0.475018,0.886334,ACTIVE,,,,0
P02354,ananse,AN-C002354,Moderate,1.006935,1.074426,0.8018,0.507788,0.867959,REDUCED_ACTIVITY,,,,0
P02355,ananse,AN-C002355,High,0.88834,0.998371,0.954393,0.737748,0.751928,ACTIVE,,,,1
P02356,ananse,AN-C002356,Moderate,0.896836,1.01229,1.047636,0.093279,0.939393,RAMP_UP,,,,0
P02357,ananse,AN-C002357,Very Low,0.929954,1.075296,1.108746,0.331743,0.805874,RAMP_UP,,,,1
P02358,ananse,AN-C002358,Moderate,0.607312,0.848171,0.984489,0.069183,0.917917,ACTIVE,,,,0
P02359,ananse,AN-C002359,Low,0.829833,0.999634,1.17863,0.702062,0.770981,ACTIVE,,,,0
P02360,ananse,AN-C002360,Low,1.272358,0.815412,1.002584,0.690681,0.876123,ACTIVE,,,,4
P02361,ananse,AN-C002361,Moderate,1.266765,1.087919,1.182101,0.282995,0.901809,ACTIVE,,,,0
P02362,ananse,AN-C002362,High,0.935675,0.908512,0.98869,0.335116,0.833634,ACTIVE,,,,2
P02363,ananse,AN-C002363,Low,1.009298,0.788587,0.8265,0.34881,0.859003,ACTIVE,,,,1
P02364,ananse,AN-C002364,Very Low,0.8667,0.750698,0.873958,0.90779,0.907162,ACTIVE,,,,1
P02365,ananse,AN-C002365,Moderate,1.096929,1.230839,1.171211,0.655565,0.846661,ACTIVE,,,,1
P02366,ananse,AN-C002366,High,1.067769,0.869723,0.877244,0.823653,0.897989,ACTIVE,,,,1
P02367,ananse,AN-C002367,Moderate,1.337952,1.14937,1.122043,0.537091,0.791717,ACTIVE,,,,0
P02368,ananse,AN-C002368,Moderate,1.089954,1.036648,1.045879,0.751416,0.878105,ACTIVE,,,,0
P02369,ananse,AN-C002369,Low,1.434865,0.991841,0.853739,0.204263,0.864108,INACTIVE,,,,0
P02370,ananse,AN-C002370,High,0.597634,1.144094,0.841767,0.847995,0.804329,ACTIVE,,,,0
P02371,ananse,AN-C002371,Very High,1.182628,0.9436,1.163652,0.364821,0.867433,RAMP_UP,,,,2
P02372,ananse,AN-C002372,Moderate,1.280049,1.100214,0.927298,0.783234,0.910327,ACTIVE,,,,0
P02373,ananse,AN-C002373,Moderate,0.634076,0.982584,0.823824,0.838638,0.976316,REDUCED_ACTIVITY,,,,0
P02374,ananse,AN-C002374,Low,1.097061,0.832358,1.166273,0.209257,0.787129,ACTIVE,,,,0
P02375,ananse,AN-C002375,Moderate,0.858771,0.888733,0.856657,0.50652,0.814666,REDUCED_ACTIVITY,,,,0
P02376,ananse,AN-C002376,Very Low,0.841062,1.080296,1.191531,0.154727,0.953354,ACTIVE,,,,0
P02377,ananse,AN-C002377,Moderate,0.752221,0.75351,0.818804,0.314382,0.942761,ACTIVE,,,,1
P02378,ananse,AN-C002378,Moderate,0.770503,0.775493,0.901656,0.232227,0.918403,REDUCED_ACTIVITY,,,,0
P02379,ananse,AN-C002379,Low,0.976219,0.891811,1.139682,0.790778,0.947357,ACTIVE,,,,0
P02380,ananse,AN-C002380,Moderate,0.854319,0.762291,0.900058,0.848349,0.771782,REDUCED_ACTIVITY,,,,1
P02381,ananse,AN-C002381,Low,1.358818,1.198267,0.903726,0.471067,0.817636,RAMP_UP,,,,0
P02382,ananse,AN-C002382,Moderate,0.714726,0.857968,1.162545,0.196398,0.976108,ACTIVE,,,,0
P02383,ananse,AN-C002383,Moderate,0.529854,0.988471,1.099877,0.794183,0.959992,ACTIVE,,,,1
P02384,ananse,AN-C002384,Very Low,1.0011,0.77326,1.157695,0.939579,0.986086,ACTIVE,,,,0
P02385,ananse,AN-C002385,Moderate,0.675632,0.851657,1.09864,0.124263,0.963373,REDUCED_ACTIVITY,,,,0
P02386,ananse,AN-C002386,Very High,0.926494,1.232521,1.179109,0.273763,0.982191,REDUCED_ACTIVITY,,,,0
P02387,ananse,AN-C002387,Low,1.312999,0.983906,0.801337,0.395244,0.836513,RAMP_UP,,,,0
P02388,ananse,AN-C002388,Very Low,0.60001,1.161166,1.006452,0.665666,0.948928,ACTIVE,,,,0
P02389,ananse,AN-C002389,Moderate,0.686967,0.920613,0.925129,0.207408,0.754217,ACTIVE,,,,0
P02390,ananse,AN-C002390,Low,0.959206,1.102297,0.83416,0.685834,0.842378,REDUCED_ACTIVITY,,,,0
P02391,ananse,AN-C002391,High,1.216841,1.078739,1.004199,0.68183,0.92766,REDUCED_ACTIVITY,,,,0
P02392,ananse,AN-C002392,High,0.873525,0.774344,0.914023,0.346058,0.895178,ACTIVE,S14,Low,Contextual,0
P02393,ananse,AN-C002393,Low,0.551625,0.936227,0.899366,0.860744,0.918699,ACTIVE,S10,Medium,Multi-event,0
P02394,ananse,AN-C002394,Moderate,0.647005,1.195248,0.905758,0.257796,0.78448,ACTIVE,,,,0
P02395,ananse,AN-C002395,Moderate,1.158185,0.765314,1.078769,0.445076,0.925714,ACTIVE,,,,1
P02396,ananse,AN-C002396,Very Low,1.044889,0.750045,0.864151,0.261941,0.78555,ACTIVE,,,,0
P02397,ananse,AN-C002397,Very Low,0.781482,0.857781,0.920906,0.720554,0.855394,ACTIVE,,,,0
P02398,ananse,AN-C002398,Moderate,1.31789,0.925145,1.099511,0.373911,0.894544,REDUCED_ACTIVITY,,,,0
P02399,ananse,AN-C002399,Very Low,1.409899,0.901878,1.091859,0.54795,0.855204,ACTIVE,,,,0
P02400,ananse,AN-C002400,Low,1.351713,1.236999,0.883702,0.211919,0.776442,ACTIVE,,,,0
P02401,ananse,AN-C002401,Moderate,0.995408,1.170821,1.09547,0.149054,0.798257,ACTIVE,,,,0
P02402,ananse,AN-C002402,Low,1.2259,1.199601,1.00857,0.66537,0.765715,ACTIVE,S12,Low,Multi-event,0
P02403,ananse,AN-C002403,High,0.958799,1.235695,0.937723,0.905148,0.838401,ACTIVE,,,,2
P02404,ananse,AN-C002404,High,0.701815,1.036929,0.958565,0.230717,0.995865,INACTIVE,,,,2
P02405,ananse,AN-C002405,Very Low,1.146579,1.210323,0.89383,0.422353,0.910361,ACTIVE,,,,1
P02406,ananse,AN-C002406,Very High,0.943849,1.159745,0.96086,0.900321,0.966572,ACTIVE,,,,0
P02407,ananse,AN-C002407,High,0.932443,0.786435,1.146399,0.19884,0.811995,ACTIVE,,,,1
P02408,ananse,AN-C002408,Very Low,0.587959,0.983285,1.123446,0.971952,0.756534,REDUCED_ACTIVITY,,,,0
P02409,ananse,AN-C002409,Low,1.295489,0.773118,0.928227,0.759168,0.880274,ACTIVE,,,,0
P02410,ananse,AN-C002410,Low,0.970097,1.127087,0.948075,0.115898,0.804634,ACTIVE,,,,0
P02411,ananse,AN-C002411,Low,0.971084,1.149499,1.054553,0.41667,0.824244,ACTIVE,,,,1
P02412,ananse,AN-C002412,High,0.779237,1.187449,1.147983,0.70108,0.826369,REDUCED_ACTIVITY,,,,3
P02413,ananse,AN-C002413,Moderate,1.397184,1.181174,0.985262,0.338762,0.858084,ACTIVE,,,,2
P02414,ananse,AN-C002414,Very Low,0.978003,0.992765,1.10561,0.511272,0.857439,ACTIVE,,,,0
P02415,ananse,AN-C002415,Very Low,1.100345,0.830023,0.911223,0.99916,0.810381,RAMP_UP,,,,0
P02416,ananse,AN-C002416,Moderate,1.451682,1.036044,1.160086,0.867734,0.832937,ACTIVE,,,,0
P02417,ananse,AN-C002417,Moderate,0.919005,1.175728,0.803014,0.741894,0.994042,INACTIVE,,,,0
P02418,ananse,AN-C002418,Very Low,0.871656,1.241028,1.019182,0.443805,0.842363,INACTIVE,,,,0
P02419,ananse,AN-C002419,Moderate,0.835366,1.172738,1.178924,0.143627,0.985308,INACTIVE,,,,0
P02420,ananse,AN-C002420,Moderate,0.854783,1.027049,0.841346,0.05908,0.786626,ACTIVE,,,,1
P02421,ananse,AN-C002421,Low,1.209735,1.028314,1.052594,0.629769,0.92198,ACTIVE,S09,Low,Contextual,0
P02422,ananse,AN-C002422,Moderate,1.452143,1.017164,0.849262,0.854299,0.920221,ACTIVE,,,,0
P02423,ananse,AN-C002423,Very Low,0.909031,0.836635,1.012661,0.500033,0.827286,INACTIVE,,,,0
P02424,ananse,AN-C002424,Low,1.124915,1.104158,1.109469,0.927252,0.753918,ACTIVE,,,,1
P02425,ananse,AN-C002425,Low,0.997878,1.204368,1.192431,0.218826,0.961523,ACTIVE,,,,0
P02426,ananse,AN-C002426,Low,1.172333,1.083747,0.817759,0.260729,0.915613,ACTIVE,,,,0
P02427,ananse,AN-C002427,Very High,1.145753,1.020844,1.05038,0.694616,0.913235,ACTIVE,,,,0
P02428,ananse,AN-C002428,Moderate,0.965191,1.104667,1.080526,0.309657,0.758776,REDUCED_ACTIVITY,,,,0
P02429,ananse,AN-C002429,Low,0.671272,1.18472,0.802071,0.877828,0.918899,ACTIVE,,,,0
P02430,ananse,AN-C002430,Very High,0.969391,1.009293,0.933909,0.532571,0.763586,INACTIVE,,,,0
P02431,ananse,AN-C002431,Very Low,1.393767,1.07795,1.08185,0.756704,0.97356,RAMP_UP,,,,1
P02432,ananse,AN-C002432,Very Low,1.289918,1.044896,1.175788,0.976079,0.96229,ACTIVE,,,,0
P02433,ananse,AN-C002433,Moderate,0.837893,0.844446,1.0161,0.549004,0.812925,ACTIVE,,,,1
P02434,ananse,AN-C002434,Moderate,1.145966,0.934839,1.116957,0.053734,0.841788,ACTIVE,,,,1
P02435,ananse,AN-C002435,High,1.38508,1.168309,0.905511,0.432821,0.856996,ACTIVE,,,,0
P02436,ananse,AN-C002436,Moderate,1.103586,0.963541,0.90076,0.78346,0.901663,ACTIVE,,,,1
P02437,ananse,AN-C002437,Low,0.963463,1.02991,0.944156,0.947633,0.867446,ACTIVE,,,,0
P02438,ananse,AN-C002438,Moderate,1.016376,0.903471,0.99119,0.625646,0.852684,ACTIVE,,,,0
P02439,ananse,AN-C002439,Moderate,0.696707,1.128646,0.948461,0.040564,0.990644,ACTIVE,,,,0
P02440,ananse,AN-C002440,Low,1.143491,0.788442,1.171291,0.975482,0.852576,REDUCED_ACTIVITY,,,,0
P02441,ananse,AN-C002441,High,1.003367,1.222189,0.888224,0.142889,0.752399,ACTIVE,,,,0
P02442,ananse,AN-C002442,Very Low,1.241628,1.05382,0.919043,0.603764,0.875077,ACTIVE,,,,0
P02443,ananse,AN-C002443,Moderate,1.393008,0.867071,1.170368,0.389212,0.911025,INACTIVE,,,,0
P02444,ananse,AN-C002444,Low,1.127743,1.048104,0.838684,0.574157,0.808671,ACTIVE,,,,1
P02445,ananse,AN-C002445,Moderate,0.784904,1.21475,0.878383,0.075062,0.95314,REDUCED_ACTIVITY,,,,1
P02446,ananse,AN-C002446,Low,0.810355,1.194479,0.954556,0.384231,0.932415,ACTIVE,,,,1
P02447,ananse,AN-C002447,Low,1.160305,0.941098,0.946803,0.024091,0.971791,ACTIVE,,,,1
P02448,ananse,AN-C002448,Moderate,0.624064,1.061645,1.173693,0.284664,0.91808,ACTIVE,S09,High,Multi-event,0
P02449,ananse,AN-C002449,Moderate,1.113589,0.821818,1.026473,0.322222,0.815171,ACTIVE,,,,0
P02450,ananse,AN-C002450,Low,1.296425,0.986798,1.06846,0.288213,0.96897,ACTIVE,,,,1
P02451,ananse,AN-C002451,Moderate,1.69044,0.883302,0.930461,0.230288,0.944905,ACTIVE,,,,1
P02452,ananse,AN-C002452,Moderate,0.582326,0.766294,1.177335,0.146586,0.876968,ACTIVE,,,,0
P02453,ananse,AN-C002453,Low,1.136663,1.063015,1.092702,0.591827,0.838663,ACTIVE,,,,0
P02454,ananse,AN-C002454,High,0.887458,1.162815,0.844296,0.415535,0.871492,REDUCED_ACTIVITY,,,,0
P02455,ananse,AN-C002455,Low,0.949018,1.121292,0.874868,0.992408,0.98996,ACTIVE,,,,1
P02456,ananse,AN-C002456,High,1.1633,0.782396,1.177594,0.320732,0.97667,REDUCED_ACTIVITY,,,,0
P02457,ananse,AN-C002457,Low,0.7352,1.062303,1.153973,0.255808,0.804121,REDUCED_ACTIVITY,S09,High,Contextual,3
P02458,ananse,AN-C002458,Moderate,0.869343,0.95433,1.152111,0.093128,0.99411,ACTIVE,,,,0
P02459,ananse,AN-C002459,Low,0.659334,0.822193,0.972576,0.764062,0.770277,ACTIVE,,,,0
P02460,ananse,AN-C002460,High,0.798072,1.109624,1.167766,0.751094,0.931073,ACTIVE,,,,2
P02461,ananse,AN-C002461,High,0.918916,0.998016,1.161269,0.15061,0.752453,ACTIVE,,,,0
P02462,ananse,AN-C002462,Moderate,1.306073,1.111601,1.131946,0.979211,0.846889,ACTIVE,,,,0
P02463,ananse,AN-C002463,Low,1.45978,0.766645,1.074084,0.350147,0.802669,RAMP_UP,S11,Low,Contextual,0
P02464,ananse,AN-C002464,Very Low,0.681532,0.995019,1.042242,0.469505,0.93149,ACTIVE,,,,2
P02465,ananse,AN-C002465,High,1.056637,1.143842,0.953274,0.827878,0.971027,ACTIVE,,,,0
P02466,ananse,AN-C002466,Very Low,0.990758,1.06964,0.97839,0.061777,0.839937,ACTIVE,,,,0
P02467,ananse,AN-C002467,Moderate,1.089298,1.018539,0.963057,0.243333,0.775593,ACTIVE,,,,0
P02468,ananse,AN-C002468,Moderate,0.915891,1.096949,1.061223,0.309642,0.758539,ACTIVE,,,,0
P02469,ananse,AN-C002469,Low,1.292867,1.007541,1.021781,0.119286,0.763463,ACTIVE,,,,0
P02470,ananse,AN-C002470,High,0.522927,0.961984,0.929571,0.10968,0.774165,ACTIVE,,,,0
P02471,ananse,AN-C002471,Moderate,1.288912,1.11549,1.037439,0.205376,0.961161,ACTIVE,,,,1
P02472,ananse,AN-C002472,Low,1.38976,0.845911,0.804751,0.301586,0.755548,ACTIVE,,,,0
P02473,ananse,AN-C002473,Moderate,0.719016,0.800356,0.952223,0.26046,0.861642,ACTIVE,,,,3
P02474,ananse,AN-C002474,Moderate,1.113339,0.946923,0.803144,0.656955,0.751762,INACTIVE,,,,0
P02475,ananse,AN-C002475,High,1.048968,0.940395,0.884706,0.961289,0.847202,ACTIVE,S14,Medium,Multi-event,1
P02476,ananse,AN-C002476,Moderate,0.967916,0.971781,1.094499,0.915846,0.929091,ACTIVE,,,,0
P02477,ananse,AN-C002477,Moderate,0.925113,1.041204,0.944951,0.642757,0.824597,RAMP_UP,,,,1
P02478,ananse,AN-C002478,High,0.648406,1.087341,1.040142,0.98247,0.977021,ACTIVE,,,,0
P02479,ananse,AN-C002479,Very Low,0.860694,1.001608,1.18735,0.479821,0.90051,ACTIVE,,,,1
P02480,ananse,AN-C002480,Very Low,0.806276,1.058506,0.945997,0.284101,0.983447,ACTIVE,,,,0
P02481,ananse,AN-C002481,Low,1.008347,1.027759,0.960412,0.625499,0.949194,ACTIVE,,,,0
P02482,ananse,AN-C002482,Moderate,0.74802,1.003232,1.123745,0.126778,0.861134,REDUCED_ACTIVITY,,,,0
P02483,ananse,AN-C002483,Very Low,1.087196,0.844203,0.918836,0.258685,0.911617,ACTIVE,,,,1
P02484,ananse,AN-C002484,Very Low,1.449695,0.782145,0.997415,0.233232,0.842469,ACTIVE,,,,1
P02485,ananse,AN-C002485,Low,1.037793,0.899834,1.111956,0.643723,0.942687,ACTIVE,,,,0
P02486,ananse,AN-C002486,Moderate,0.582708,0.845425,0.844493,0.246049,0.847363,REDUCED_ACTIVITY,,,,2
P02487,ananse,AN-C002487,Moderate,1.079323,1.211316,0.900947,0.809689,0.776353,ACTIVE,,,,1
P02488,ananse,AN-C002488,Low,1.206988,1.195589,1.017844,0.261274,0.800576,ACTIVE,,,,1
P02489,ananse,AN-C002489,Very High,1.062649,0.79176,0.936255,0.893898,0.937456,ACTIVE,,,,0
P02490,ananse,AN-C002490,Very Low,0.564606,0.988453,1.04127,0.318534,0.986527,ACTIVE,,,,0
P02491,ananse,AN-C002491,Moderate,0.73937,1.065591,0.805886,0.860083,0.935873,INACTIVE,,,,1
P02492,ananse,AN-C002492,Moderate,0.861145,1.122476,0.848158,0.292096,0.861814,REDUCED_ACTIVITY,,,,0
P02493,ananse,AN-C002493,High,1.615197,1.053484,0.844434,0.461227,0.773628,ACTIVE,S03,Low,Contextual,0
P02494,ananse,AN-C002494,Moderate,0.934472,0.753346,0.923017,0.129182,0.816977,ACTIVE,,,,0
P02495,ananse,AN-C002495,Very High,0.651103,1.025674,1.121561,0.824598,0.775455,ACTIVE,S02,Low,Cross-institution,0
P02496,ananse,AN-C002496,Moderate,0.591336,1.178302,0.935684,0.837865,0.866306,ACTIVE,,,,0
